body_part,equipment,name,target,secondary_muscles_full,difficulty,sets,reps
back,cable,cable palm rotational row,upper back,"biceps, forearms",advanced,4,8-10
upper arms,cable,cable preacher curl,biceps,forearms,beginner,3,10-12
chest,cable,cable press on exercise ball,pectorals,"shoulders, triceps",advanced,4,10-12
upper legs,cable,cable pull through (with rope),glutes,"hamstrings, lower back",intermediate,3,12-15
back,cable,cable pulldown,lats,"biceps, forearms",advanced,4,10-12
back,cable,cable pulldown (pro lat bar),lats,"biceps, forearms",advanced,4,8-10
upper arms,cable,cable pulldown bicep curl,biceps,forearms,beginner,2,10-12
upper arms,cable,cable pushdown,triceps,forearms,intermediate,3,12-15
back,cable,cable pushdown (straight arm) v. 2,lats,"triceps, shoulders",advanced,4,8-10
upper arms,cable,cable pushdown (with rope attachment),triceps,forearms,intermediate,4,15-18
shoulders,cable,cable rear delt row (stirrups),shoulders,"trapezius, rhomboids",intermediate,3,12-15
shoulders,cable,cable rear delt row (with rope),shoulders,"trapezius, rhomboids",intermediate,4,12-15
upper arms,cable,cable rear drive,triceps,"shoulders, back",intermediate,3,12-15
back,cable,cable rear pulldown,lats,"biceps, rhomboids",advanced,5,10-12
waist,cable,cable reverse crunch,abdominals,hip flexors,beginner,3,10-12
upper arms,cable,cable reverse curl,biceps,forearms,beginner,3,10-12
upper arms,cable,cable reverse grip triceps pushdown (sz-bar) (with arm blaster),triceps,forearms,intermediate,4,12-15
upper arms,cable,cable reverse one arm curl,biceps,forearms,beginner,2,12-15
upper arms,cable,cable reverse preacher curl,biceps,forearms,beginner,3,10-12
lower arms,cable,cable reverse wrist curl,forearms,"forearms, wrists",beginner,2,10-12
upper arms,cable,cable reverse-grip pushdown,triceps,forearms,intermediate,3,12-15
back,cable,cable reverse-grip straight back seated high row,upper back,"biceps, forearms",advanced,4,8-10
back,cable,cable rope crossover seated row,upper back,"biceps, forearms",advanced,4,10-12
back,cable,cable rope elevated seated row,upper back,"biceps, forearms",advanced,4,10-12
back,cable,cable rope extension incline bench row,upper back,"biceps, shoulders",advanced,5,8-10
upper arms,cable,cable rope hammer preacher curl,biceps,forearms,beginner,3,12-15
upper arms,cable,cable rope high pulley overhead tricep extension,triceps,shoulders,intermediate,4,15-18
upper arms,cable,cable rope incline tricep extension,triceps,shoulders,intermediate,3,12-15
upper arms,cable,cable rope lying on floor tricep extension,triceps,shoulders,intermediate,3,15-18
upper arms,cable,cable rope one arm hammer preacher curl,biceps,forearms,beginner,3,12-15
back,cable,cable rope seated row,upper back,"biceps, forearms",advanced,5,10-12
waist,cable,cable russian twists (on stability ball),abdominals,"obliques, lower back",beginner,2,10-12
chest,cable,cable seated chest press,pectorals,"shoulders, triceps",advanced,5,8-10
waist,cable,cable seated crunch,abdominals,obliques,beginner,3,10-12
upper arms,cable,cable seated curl,biceps,forearms,beginner,3,10-12
back,cable,cable seated high row (v-bar),lats,"biceps, rhomboids",advanced,5,8-10
back,cable,cable seated one arm alternate row,upper back,"biceps, forearms",advanced,5,8-10
upper arms,cable,cable seated one arm concentration curl,biceps,forearms,beginner,3,12-15
upper arms,cable,cable seated overhead curl,biceps,"forearms, shoulders",beginner,2,10-12
shoulders,cable,cable seated rear lateral raise,shoulders,"traps, rhomboids",intermediate,4,15-18
back,cable,cable seated row,upper back,"biceps, forearms",advanced,4,10-12
shoulders,cable,cable seated shoulder internal rotation,shoulders,"rotator cuff, triceps",intermediate,4,15-18
waist,cable,cable seated twist,abdominals,obliques,beginner,2,12-15
back,cable,cable seated wide-grip row,upper back,"biceps, forearms",advanced,4,10-12
shoulders,cable,cable shoulder press,shoulders,"triceps, upper back",intermediate,3,15-18
back,cable,cable shrug,trapezius,shoulders,advanced,5,8-10
waist,cable,cable side bend,abdominals,obliques,beginner,2,12-15
waist,cable,cable side bend crunch (bosu ball),abdominals,obliques,beginner,2,10-12
waist,cable,cable side crunch,abdominals,obliques,beginner,2,12-15
back,cable,cable squat row (with rope attachment),lats,"biceps, rhomboids",advanced,4,8-10
upper arms,cable,cable squatting curl,biceps,forearms,beginner,3,12-15
lower arms,cable,cable standing back wrist curl,forearms,"biceps, brachialis",beginner,2,10-12
lower legs,cable,cable standing calf raise,calves,"hamstrings, glutes",intermediate,4,12-15
shoulders,cable,cable standing cross-over high reverse fly,shoulders,"trapezius, rhomboids",intermediate,4,15-18
waist,cable,cable standing crunch,abdominals,obliques,beginner,2,12-15
waist,cable,cable standing crunch (with rope attachment),abdominals,obliques,beginner,2,12-15
chest,cable,cable standing fly,pectorals,"deltoids, triceps",advanced,5,8-10
upper legs,cable,cable standing hip extension,glutes,"hamstrings, quadriceps",intermediate,3,12-15
upper arms,cable,cable standing inner curl,biceps,forearms,beginner,2,12-15
waist,cable,cable standing lift,abdominals,"obliques, lower back",beginner,2,10-12
upper arms,cable,cable standing one arm triceps extension,triceps,shoulders,intermediate,4,15-18
lower legs,cable,cable standing one leg calf raise,calves,"ankles, feet",intermediate,3,15-18
upper arms,cable,cable standing pulldown (with rope),biceps,"forearms, shoulders",beginner,3,12-15
shoulders,cable,cable standing rear delt row (with rope),shoulders,"trapezius, rhomboids",intermediate,4,15-18
upper arms,cable,cable standing reverse grip one arm overhead tricep extension,triceps,shoulders,intermediate,3,12-15
back,cable,cable standing row (v-bar),upper back,"biceps, shoulders",advanced,4,8-10
shoulders,cable,cable standing shoulder external rotation,shoulders,"rotator cuff, trapezius",intermediate,3,12-15
back,cable,cable standing twist row (v-bar),upper back,"biceps, shoulders",advanced,5,8-10
chest,cable,cable standing up straight crossovers,pectorals,"deltoids, triceps",advanced,5,8-10
back,cable,cable straight arm pulldown,lats,"shoulders, biceps",advanced,4,8-10
back,cable,cable straight arm pulldown (with rope),lats,"biceps, forearms",advanced,5,8-10
back,cable,cable straight back seated row,upper back,"biceps, forearms",advanced,4,8-10
shoulders,cable,cable supine reverse fly,shoulders,"trapezius, rhomboids",intermediate,4,12-15
back,cable,cable thibaudeau kayak row,lats,"biceps, rhomboids",advanced,4,10-12
upper arms,cable,cable triceps pushdown (v-bar),triceps,forearms,intermediate,3,12-15
upper arms,cable,cable triceps pushdown (v-bar) (with arm blaster),triceps,forearms,intermediate,4,15-18
waist,cable,cable tuck reverse crunch,abdominals,hip flexors,beginner,2,12-15
waist,cable,cable twist,abdominals,obliques,beginner,2,12-15
waist,cable,cable twist (up-down),abdominals,"obliques, lower back",beginner,2,10-12
back,cable,cable twisting pull,lats,"shoulders, biceps",advanced,4,8-10
upper arms,cable,cable two arm curl on incline bench,biceps,forearms,beginner,2,12-15
upper arms,cable,cable two arm tricep kickback,triceps,shoulders,intermediate,3,12-15
back,cable,cable underhand pulldown,lats,"biceps, forearms",advanced,5,10-12
chest,cable,cable upper chest crossovers,pectorals,"deltoids, triceps",advanced,5,10-12
back,cable,cable upper row,upper back,"biceps, shoulders",advanced,5,10-12
shoulders,cable,cable upright row,shoulders,"traps, biceps",intermediate,4,12-15
back,cable,cable wide grip rear pulldown behind neck,lats,"biceps, rhomboids",advanced,5,10-12
lower arms,cable,cable wrist curl,forearms,"biceps, brachialis",beginner,3,12-15
lower legs,body weight,calf push stretch with hands against wall,calves,hamstrings,beginner,3,10-12
lower legs,body weight,calf stretch with hands against wall,calves,hamstrings,beginner,2,10-12
lower legs,rope,calf stretch with rope,calves,hamstrings,intermediate,4,15-18
back,barbell,cambered bar lying row,upper back,"biceps, forearms",advanced,4,8-10
waist,body weight,captains chair straight leg raise,abdominals,hip flexors,beginner,3,12-15
upper legs,body weight,chair leg extended stretch,quadriceps,"hamstrings, calves",beginner,2,10-12
chest,body weight,chest and front of shoulder stretch,pectorals,deltoids,beginner,2,12-15
chest,body weight,chest dip,pectorals,"triceps, shoulders",beginner,3,12-15
chest,body weight,chest dip (on dip-pull-up cage),pectorals,"triceps, shoulders",beginner,2,10-12
chest,body weight,chest dip on straight bar,pectorals,"triceps, shoulders",beginner,3,10-12
chest,stability ball,chest stretch with exercise ball,pectorals,"shoulders, triceps",beginner,3,12-15
chest,body weight,chest tap push-up (male),pectorals,"triceps, shoulders",beginner,2,12-15
back,body weight,chin-up,lats,"biceps, forearms",beginner,2,10-12
back,body weight,chin-ups (narrow parallel grip),upper back,"biceps, forearms",beginner,2,10-12
lower legs,body weight,circles knee stretch,calves,"hamstrings, quadriceps",beginner,3,12-15
chest,body weight,clap push up,pectorals,"triceps, shoulders",beginner,3,10-12
chest,body weight,clock push-up,pectorals,"triceps, shoulders",beginner,2,10-12
back,body weight,close grip chin-up,lats,"biceps, forearms",beginner,3,12-15
upper arms,body weight,close-grip push-up,triceps,"chest, shoulders",beginner,3,12-15
upper arms,body weight,close-grip push-up (on knees),triceps,"chest, shoulders",beginner,2,12-15
waist,body weight,cocoons,abdominals,"hip flexors, lower back",beginner,2,10-12
waist,body weight,crab twist toe touch,abdominals,"obliques, hip flexors",beginner,3,12-15
waist,body weight,cross body crunch,abdominals,obliques,beginner,2,10-12
waist,body weight,crunch (hands overhead),abdominals,hip flexors,beginner,3,10-12
waist,stability ball,crunch (on stability ball),abdominals,hip flexors,beginner,3,12-15
waist,stability ball,"crunch (on stability ball, arms straight)",abdominals,hip flexors,beginner,2,12-15
waist,body weight,crunch floor,abdominals,hip flexors,beginner,3,12-15
waist,body weight,curl-up,abdominals,hip flexors,beginner,2,10-12
upper legs,body weight,curtsey squat,glutes,"quadriceps, hamstrings",beginner,3,12-15
cardio,leverage machine,cycle cross trainer,cardiovascular system,"quadriceps, hamstrings",intermediate,3,15-18
waist,body weight,dead bug,abdominals,"hip flexors, lower back",beginner,3,12-15
waist,body weight,decline crunch,abdominals,hip flexors,beginner,3,10-12
chest,body weight,decline push-up,pectorals,"triceps, shoulders",beginner,3,12-15
waist,body weight,decline sit-up,abdominals,"hip flexors, lower back",beginner,2,12-15
chest,dumbbell,deep push up,pectorals,"triceps, shoulders",advanced,5,10-12
upper arms,body weight,diamond push-up,triceps,"chest, shoulders",beginner,2,10-12
lower legs,body weight,donkey calf raise,calves,"hamstrings, glutes",beginner,3,12-15
chest,body weight,drop push up,pectorals,"triceps, shoulders",beginner,2,12-15
upper arms,dumbbell,dumbbell alternate biceps curl,biceps,forearms,beginner,2,12-15
upper arms,dumbbell,dumbbell alternate biceps curl (with arm blaster),biceps,forearms,beginner,2,10-12
upper arms,dumbbell,dumbbell alternate hammer preacher curl,biceps,forearms,beginner,2,12-15
upper arms,dumbbell,dumbbell alternate preacher curl,biceps,forearms,beginner,2,12-15
upper arms,dumbbell,dumbbell alternate seated hammer curl,biceps,forearms,beginner,3,10-12
shoulders,dumbbell,dumbbell alternate side press,shoulders,"triceps, core",intermediate,4,12-15
upper arms,dumbbell,dumbbell alternating bicep curl with leg raised on exercise ball,biceps,"forearms, shoulders",beginner,3,12-15
upper arms,dumbbell,dumbbell alternating seated bicep curl on exercise ball,biceps,forearms,beginner,2,12-15
shoulders,dumbbell,dumbbell arnold press,shoulders,"triceps, upper chest",intermediate,4,12-15
shoulders,dumbbell,dumbbell arnold press v. 2,shoulders,"triceps, upper chest",intermediate,4,15-18
chest,dumbbell,dumbbell around pullover,pectorals,"triceps, latissimus dorsi",advanced,5,8-10
chest,dumbbell,dumbbell bench press,pectorals,"triceps, shoulders",advanced,5,8-10
shoulders,dumbbell,dumbbell bench seated press,shoulders,"triceps, chest",intermediate,4,12-15
upper legs,dumbbell,dumbbell bench squat,glutes,"quadriceps, hamstrings",intermediate,3,12-15
back,dumbbell,dumbbell bent over row,upper back,"biceps, forearms",advanced,5,8-10
upper arms,dumbbell,dumbbell bicep curl lunge with bowling motion,biceps,"forearms, shoulders",beginner,2,12-15
upper arms,dumbbell,dumbbell bicep curl on exercise ball with leg raised,biceps,"forearms, shoulders",beginner,2,10-12
upper arms,dumbbell,dumbbell bicep curl with stork stance,biceps,forearms,beginner,3,10-12
upper arms,dumbbell,dumbbell biceps curl,biceps,forearms,beginner,3,12-15
upper arms,dumbbell,dumbbell biceps curl (with arm blaster),biceps,forearms,beginner,2,10-12
upper arms,dumbbell,dumbbell biceps curl reverse,biceps,forearms,beginner,2,10-12
upper arms,dumbbell,dumbbell biceps curl squat,biceps,forearms,beginner,3,12-15
upper arms,dumbbell,dumbbell biceps curl v sit on bosu ball,biceps,"forearms, shoulders",beginner,2,10-12
cardio,dumbbell,dumbbell burpee,cardiovascular system,"quadriceps, hamstrings",intermediate,4,15-18
upper legs,dumbbell,dumbbell clean,glutes,"hamstrings, quadriceps",intermediate,4,15-18
upper arms,dumbbell,dumbbell close grip press,triceps,"chest, shoulders",intermediate,4,15-18
upper arms,dumbbell,dumbbell close-grip press,triceps,"chest, shoulders",intermediate,4,12-15
upper arms,dumbbell,dumbbell concentration curl,biceps,forearms,beginner,3,12-15
upper legs,dumbbell,dumbbell contralateral forward lunge,glutes,"quadriceps, hamstrings",intermediate,4,15-18
upper arms,dumbbell,dumbbell cross body hammer curl,biceps,forearms,beginner,2,10-12
upper arms,dumbbell,dumbbell cross body hammer curl v. 2,biceps,forearms,beginner,2,12-15
shoulders,dumbbell,dumbbell cuban press,shoulders,"triceps, upper back",intermediate,3,12-15
shoulders,dumbbell,dumbbell cuban press v. 2,shoulders,"triceps, upper back",intermediate,4,15-18
upper legs,dumbbell,dumbbell deadlift,glutes,"hamstrings, lower back",intermediate,3,12-15
chest,dumbbell,dumbbell decline bench press,pectorals,"triceps, shoulders",advanced,4,10-12
chest,dumbbell,dumbbell decline fly,pectorals,shoulders,advanced,4,8-10
chest,dumbbell,dumbbell decline hammer press,pectorals,"triceps, shoulders",advanced,5,10-12
chest,dumbbell,dumbbell decline one arm fly,pectorals,shoulders,advanced,4,8-10
upper arms,dumbbell,dumbbell decline one arm hammer press,triceps,"chest, shoulders",intermediate,4,15-18
back,dumbbell,dumbbell decline shrug,trapezius,"shoulders, rhomboids",advanced,5,10-12
back,dumbbell,dumbbell decline shrug v. 2,trapezius,"shoulders, rhomboids",advanced,4,10-12
upper arms,dumbbell,dumbbell decline triceps extension,triceps,shoulders,intermediate,3,12-15
chest,dumbbell,dumbbell decline twist fly,pectorals,"shoulders, triceps",advanced,5,10-12
lower arms,dumbbell,dumbbell finger curls,forearms,"wrist flexors, wrist extensors",beginner,3,10-12
chest,dumbbell,dumbbell fly,pectorals,shoulders,advanced,5,8-10
